sample_id,timestamp,orp_mV,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,class
1323,2026-01-05 14:10:00,-23.1,16.91,0.0,80.13,20.43,9.29,11.12,Warning
2034,2026-01-08 01:25:00,672.05,4102.66,2084.14,237.36,16.93,9.62,1.95,Severe
4,2026-01-01 00:15:00,160.95,119.43,69.5,17.39,25.97,8.06,6.87,Normal
1827,2026-01-07 08:10:00,686.11,8.84,5.45,486.91,20.0,10.4,0.79,Severe
468,2026-01-02 14:55:00,266.15,204.72,106.14,7.28,27.25,7.52,8.01,Normal
6,2026-01-01 00:25:00,228.09,424.52,225.79,20.31,29.16,7.37,7.8,Normal
1566,2026-01-06 10:25:00,-4.25,1996.3,1000.64,85.76,21.69,9.39,11.64,Warning
548,2026-01-02 21:35:00,195.09,390.43,231.32,4.77,26.8,7.81,6.76,Normal
229,2026-01-01 19:00:00,173.8,50.26,21.09,11.37,25.9,7.4,5.87,Normal
1064,2026-01-04 16:35:00,469.04,31.76,19.95,29.57,31.08,8.67,9.53,Caution
543,2026-01-02 21:10:00,388.05,191.25,121.99,12.67,29.46,6.6,7.77,Normal
243,2026-01-01 20:10:00,382.39,58.04,37.33,23.2,29.63,8.15,5.81,Normal
899,2026-01-04 02:50:00,68.43,847.11,386.52,25.84,24.49,8.75,9.02,Caution
1291,2026-01-05 11:30:00,414.42,21.79,3.79,35.12,30.51,8.96,9.36,Caution
1161,2026-01-05 00:40:00,468.28,531.87,299.14,46.38,24.82,8.72,9.5,Caution
1477,2026-01-06 03:00:00,-5.41,17.88,15.28,140.07,22.42,5.9,11.9,Warning
1238,2026-01-05 07:05:00,73.85,42.66,20.86,46.23,24.03,6.36,9.54,Caution
843,2026-01-03 22:10:00,120.99,31.77,11.54,41.42,24.84,8.93,4.24,Caution
1621,2026-01-06 15:00:00,632.15,11.28,6.6,68.02,32.11,5.89,2.12,Warning
1314,2026-01-05 13:25:00,602.45,1245.98,739.88,146.98,32.15,5.96,3.83,Warning
277,2026-01-01 23:00:00,228.68,209.82,105.8,11.86,29.65,6.73,8.79,Normal
662,2026-01-03 07:05:00,81.57,572.67,273.24,49.93,23.86,8.94,9.78,Caution
1796,2026-01-07 05:35:00,-77.01,4782.9,2435.44,467.85,19.56,4.96,13.27,Severe
315,2026-01-02 02:10:00,306.54,460.49,296.73,4.62,27.82,6.83,6.47,Normal
692,2026-01-03 09:35:00,442.06,507.6,246.49,26.75,30.75,8.69,9.17,Caution
1731,2026-01-07 00:10:00,16.36,16.99,23.22,76.22,33.39,5.89,3.38,Warning
425,2026-01-02 11:20:00,314.71,110.29,53.27,13.27,27.53,7.0,5.4,Normal
595,2026-01-03 01:30:00,151.1,250.96,111.95,1.15,28.22,7.92,6.59,Normal
2134,2026-01-08 09:45:00,653.49,3.49,0.0,598.33,34.5,4.62,0.9,Severe
623,2026-01-03 03:50:00,267.79,208.93,100.43,15.77,26.12,7.69,5.67,Normal
1330,2026-01-05 14:45:00,43.49,17.26,9.92,102.77,33.58,5.8,11.3,Warning
1193,2026-01-05 03:20:00,418.75,844.6,405.42,38.41,30.98,6.28,4.22,Caution
228,2026-01-01 18:55:00,270.4,464.76,262.98,12.84,25.36,7.98,7.06,Normal
1702,2026-01-06 21:45:00,561.98,1336.39,737.99,130.42,22.99,9.48,3.41,Warning
1170,2026-01-05 01:25:00,67.34,639.69,292.62,25.87,24.53,8.65,9.02,Caution
1515,2026-01-06 06:10:00,514.13,17.76,11.51,64.53,32.01,9.43,3.15,Warning
1252,2026-01-05 08:15:00,497.22,888.18,397.6,30.43,30.67,6.25,9.38,Caution
67,2026-01-01 05:30:00,202.26,286.29,143.47,4.93,28.2,7.28,5.04,Normal
25,2026-01-01 02:00:00,194.82,319.72,150.71,21.99,29.16,6.75,5.61,Normal
145,2026-01-01 12:00:00,343.66,65.68,39.87,16.65,25.0,6.61,6.75,Normal
537,2026-01-02 20:40:00,385.0,332.35,201.72,13.49,27.77,6.75,6.38,Normal
812,2026-01-03 19:35:00,489.04,797.7,377.48,49.18,31.45,6.19,9.71,Caution
1384,2026-01-05 19:15:00,32.89,18.44,6.25,53.41,21.11,9.1,2.12,Warning
86,2026-01-01 07:05:00,389.8,388.38,196.24,13.98,26.72,7.77,6.68,Normal
2140,2026-01-08 10:15:00,848.28,8.97,2.06,515.16,36.22,10.41,1.19,Severe
1343,2026-01-05 15:50:00,548.42,10.83,5.45,104.57,33.08,9.15,3.33,Warning
1222,2026-01-05 05:45:00,68.55,29.57,14.69,32.99,24.12,6.03,4.68,Caution
485,2026-01-02 16:20:00,185.61,348.49,200.14,13.38,29.64,8.2,6.02,Normal
2059,2026-01-08 03:30:00,666.62,6.72,1.41,456.07,16.15,10.49,12.17,Severe
1564,2026-01-06 10:15:00,581.36,12.98,13.49,105.25,32.25,5.58,2.88,Warning
1302,2026-01-05 12:25:00,95.46,32.88,15.39,43.36,23.21,6.32,9.3,Caution
363,2026-01-02 06:10:00,187.3,290.02,156.08,17.16,27.84,8.35,7.82,Normal
1835,2026-01-07 08:50:00,-189.24,7.24,13.73,246.73,18.51,9.86,1.55,Severe
1772,2026-01-07 03:35:00,530.08,18.28,15.04,142.54,33.39,9.26,2.58,Warning
1027,2026-01-04 13:30:00,60.92,42.32,29.87,49.53,24.89,6.37,9.13,Caution
1031,2026-01-04 13:50:00,420.93,47.0,42.37,34.8,24.41,6.17,9.83,Caution
1382,2026-01-05 19:05:00,-11.11,1129.11,641.9,74.0,21.55,9.24,2.52,Warning
1544,2026-01-06 08:35:00,552.46,12.52,8.56,114.6,32.22,9.31,3.99,Warning
1224,2026-01-05 05:55:00,133.49,30.84,30.35,29.09,24.86,6.14,9.43,Caution
666,2026-01-03 07:25:00,477.47,29.94,26.68,29.72,23.45,6.18,4.82,Caution
365,2026-01-02 06:20:00,297.04,214.33,124.48,17.73,27.95,6.62,7.74,Normal
78,2026-01-01 06:25:00,266.24,490.06,310.81,10.88,27.45,8.05,8.94,Normal
28,2026-01-01 02:15:00,249.39,185.43,114.71,12.73,25.62,6.76,8.71,Normal
2149,2026-01-08 11:00:00,-144.61,7.75,0.0,399.68,20.0,5.17,14.8,Severe
526,2026-01-02 19:45:00,195.43,56.34,26.01,9.03,29.88,6.64,7.74,Normal
726,2026-01-03 12:25:00,499.67,764.35,430.26,34.71,30.91,6.11,4.01,Caution
56,2026-01-01 04:35:00,302.89,74.53,33.51,15.79,28.55,7.04,8.92,Normal
639,2026-01-03 05:10:00,71.38,988.29,454.24,32.49,24.11,6.28,9.44,Caution
303,2026-01-02 01:10:00,322.96,334.23,211.05,19.18,28.63,8.3,5.27,Normal
719,2026-01-03 11:50:00,129.92,21.4,18.52,38.39,31.55,8.62,4.62,Caution
625,2026-01-03 04:00:00,331.56,138.63,79.5,7.99,27.66,6.97,5.82,Normal
8,2026-01-01 00:35:00,178.63,350.78,195.16,12.31,27.84,7.42,5.56,Normal
804,2026-01-03 18:55:00,85.45,758.8,454.3,26.09,30.17,6.11,9.32,Caution
1050,2026-01-04 15:25:00,63.75,602.29,351.07,29.47,24.6,6.47,4.67,Caution
337,2026-01-02 04:00:00,246.97,415.53,224.62,18.03,28.44,8.24,7.13,Normal
48,2026-01-01 03:55:00,384.03,401.14,221.37,12.5,28.65,7.27,7.21,Normal
1732,2026-01-07 00:15:00,583.88,14.0,9.61,148.07,32.32,5.51,2.04,Warning
107,2026-01-01 08:50:00,267.45,380.07,198.95,22.08,29.56,8.22,5.85,Normal
350,2026-01-02 05:05:00,232.19,378.96,181.83,5.41,25.6,7.69,5.98,Normal
1080,2026-01-04 17:55:00,87.39,42.33,26.66,43.04,31.3,8.77,4.69,Caution
239,2026-01-01 19:50:00,200.7,346.99,190.36,18.4,27.75,8.31,5.6,Normal
214,2026-01-01 17:45:00,394.99,447.59,255.9,8.23,28.94,7.07,6.53,Normal
1145,2026-01-04 23:20:00,417.45,812.97,476.07,49.33,30.74,6.1,9.53,Caution
1425,2026-01-05 22:40:00,-13.91,10.75,7.85,98.88,20.64,5.8,2.93,Warning
1678,2026-01-06 19:45:00,-33.52,1829.97,847.82,78.15,32.74,9.1,10.69,Warning
794,2026-01-03 18:05:00,404.4,37.73,20.92,47.75,24.77,6.04,9.41,Caution
1097,2026-01-04 19:20:00,131.43,840.17,500.53,36.91,24.1,8.82,9.99,Caution
1339,2026-01-05 15:30:00,-26.86,1736.11,869.62,58.04,33.84,9.32,2.78,Warning
1782,2026-01-07 04:25:00,29.62,1634.77,718.61,92.74,22.75,9.25,11.94,Warning
1911,2026-01-07 15:10:00,-232.06,2.16,1.88,395.57,36.62,5.47,13.59,Severe
1902,2026-01-07 14:25:00,884.35,3558.2,1961.03,379.31,18.34,10.19,0.65,Severe
524,2026-01-02 19:35:00,336.55,387.99,174.39,5.56,25.53,8.11,7.46,Normal
233,2026-01-01 19:20:00,200.97,287.84,151.94,20.99,29.3,7.78,8.73,Normal
645,2026-01-03 05:40:00,460.84,23.67,24.39,41.87,31.06,6.01,4.57,Caution
1720,2026-01-06 23:15:00,582.32,11.15,2.89,77.87,33.59,9.36,2.57,Warning
534,2026-01-02 20:25:00,374.15,120.32,69.96,22.84,28.08,7.21,5.52,Normal
1721,2026-01-06 23:20:00,572.64,18.52,16.6,66.2,33.22,9.06,11.08,Warning
604,2026-01-03 02:15:00,248.71,185.66,107.12,4.31,26.37,7.35,6.72,Normal
1405,2026-01-05 21:00:00,-31.69,13.75,18.15,100.02,22.26,9.04,11.96,Warning
1075,2026-01-04 17:30:00,58.62,503.97,315.7,43.25,30.0,6.4,9.26,Caution
1487,2026-01-06 03:50:00,559.51,15.18,16.52,87.64,22.51,5.65,3.66,Warning
61,2026-01-01 05:00:00,206.4,307.61,179.86,14.58,27.09,6.57,6.9,Normal
1437,2026-01-05 23:40:00,590.87,1785.5,883.33,57.46,20.3,9.13,10.21,Warning
93,2026-01-01 07:40:00,150.31,278.68,147.79,12.75,25.56,6.5,8.45,Normal
667,2026-01-03 07:30:00,98.94,503.05,283.65,48.31,23.3,6.48,4.38,Caution
1375,2026-01-05 18:30:00,29.99,16.5,14.67,81.35,22.32,5.51,2.79,Warning
1845,2026-01-07 09:40:00,-149.92,7.16,3.53,216.92,37.58,5.05,1.16,Severe
281,2026-01-01 23:20:00,342.97,220.49,140.36,15.1,26.73,7.28,7.14,Normal
1270,2026-01-05 09:45:00,422.64,512.74,274.25,25.04,31.01,8.61,4.34,Caution
360,2026-01-02 05:55:00,385.34,98.74,56.54,4.04,26.11,7.6,5.1,Normal
1286,2026-01-05 11:05:00,423.99,27.38,14.26,29.62,24.45,6.5,4.54,Caution
1423,2026-01-05 22:30:00,567.63,1024.31,575.57,115.9,22.38,9.37,2.52,Warning
848,2026-01-03 22:35:00,92.88,638.4,316.01,35.66,31.46,8.7,9.35,Caution
1207,2026-01-05 04:30:00,88.56,553.4,328.4,35.63,23.9,6.4,9.36,Caution
1570,2026-01-06 10:45:00,-30.06,18.3,8.57,59.52,32.92,9.23,10.83,Warning
111,2026-01-01 09:10:00,182.78,123.29,67.19,17.43,26.89,6.89,6.58,Normal
43,2026-01-01 03:30:00,389.72,410.4,243.18,15.25,29.68,6.67,5.55,Normal
126,2026-01-01 10:25:00,229.79,376.78,208.61,12.07,26.96,7.76,8.69,Normal
205,2026-01-01 17:00:00,338.64,94.0,44.51,12.24,26.23,8.35,7.92,Normal
53,2026-01-01 04:20:00,162.91,322.67,145.53,20.24,25.18,7.81,5.02,Normal
546,2026-01-02 21:25:00,280.5,194.05,92.93,6.4,29.48,6.89,5.1,Normal
69,2026-01-01 05:40:00,187.67,131.42,52.48,22.77,27.17,8.01,6.88,Normal
1294,2026-01-05 11:45:00,490.43,738.43,391.38,33.62,30.04,8.72,4.66,Caution
1764,2026-01-07 02:55:00,645.32,1892.23,1213.04,58.7,32.03,9.19,3.08,Warning
184,2026-01-01 15:15:00,176.83,273.94,148.71,13.47,29.68,6.84,5.75,Normal
138,2026-01-01 11:25:00,359.79,112.25,51.96,19.58,26.68,6.52,8.19,Normal
900,2026-01-04 02:55:00,147.05,974.2,421.94,31.83,23.25,8.54,9.65,Caution
797,2026-01-03 18:20:00,432.7,37.45,19.76,40.8,24.52,6.36,4.37,Caution
133,2026-01-01 11:00:00,306.37,194.22,100.42,24.43,28.05,8.41,6.02,Normal
81,2026-01-01 06:40:00,278.66,354.78,185.21,1.71,29.29,7.74,5.02,Normal
1693,2026-01-06 21:00:00,623.54,1436.09,945.62,148.44,32.48,9.29,3.03,Warning
1756,2026-01-07 02:15:00,634.36,1086.56,543.51,128.63,21.6,5.81,2.52,Warning
542,2026-01-02 21:05:00,279.9,424.54,194.57,5.39,28.83,8.4,8.51,Normal
1816,2026-01-07 07:15:00,765.75,3497.78,1953.88,429.71,34.03,9.77,13.5,Severe
984,2026-01-04 09:55:00,410.16,634.96,330.08,41.64,23.79,6.13,4.19,Caution
166,2026-01-01 13:45:00,291.27,171.65,93.2,4.85,29.39,7.16,6.49,Normal
249,2026-01-01 20:40:00,338.44,178.31,111.47,9.04,25.36,7.18,6.9,Normal
447,2026-01-02 13:10:00,247.61,267.9,139.16,19.7,29.58,7.94,8.2,Normal
1362,2026-01-05 17:25:00,632.41,1170.78,643.89,70.56,33.89,9.5,2.69,Warning
859,2026-01-03 23:30:00,471.39,524.18,309.67,41.35,24.83,6.11,4.82,Caution
1376,2026-01-05 18:35:00,-26.34,18.93,5.76,95.29,22.76,5.66,11.7,Warning
98,2026-01-01 08:05:00,300.86,493.09,310.52,9.68,29.59,7.01,6.82,Normal
806,2026-01-03 19:05:00,442.56,632.16,383.07,40.22,24.6,6.33,4.94,Caution
738,2026-01-03 13:25:00,469.85,49.43,22.9,35.62,31.2,8.95,9.46,Caution
1429,2026-01-05 23:00:00,-9.59,19.48,15.29,62.65,20.31,9.39,3.67,Warning
103,2026-01-01 08:30:00,315.91,426.31,251.66,1.44,27.97,6.6,6.18,Normal
435,2026-01-02 12:10:00,297.07,51.12,29.89,21.54,26.04,7.99,6.99,Normal
75,2026-01-01 06:10:00,305.09,264.88,154.28,19.27,28.17,7.91,8.93,Normal
2040,2026-01-08 01:55:00,-221.48,3930.16,2033.66,202.48,18.67,9.74,1.93,Severe
1363,2026-01-05 17:30:00,41.15,15.74,11.49,64.81,21.03,9.43,10.68,Warning
1428,2026-01-05 22:55:00,624.34,1498.53,777.06,83.08,21.31,5.98,10.7,Warning
1231,2026-01-05 06:30:00,80.61,47.7,28.5,29.29,24.65,6.05,9.88,Caution
919,2026-01-04 04:30:00,74.25,994.53,542.42,30.26,24.97,8.72,4.01,Caution
1949,2026-01-07 18:20:00,-64.28,4718.78,2369.99,237.53,18.4,4.86,13.74,Severe
1901,2026-01-07 14:20:00,-196.72,8.14,1.69,196.1,34.07,5.48,14.0,Severe
1919,2026-01-07 15:50:00,661.81,4146.03,2593.92,589.78,34.67,4.76,13.96,Severe
763,2026-01-03 15:30:00,60.91,799.57,452.76,34.71,23.27,6.23,9.44,Caution
990,2026-01-04 10:25:00,487.97,937.92,598.04,43.03,23.8,8.95,4.64,Caution
389,2026-01-02 08:20:00,232.81,254.38,119.69,5.57,25.81,7.05,6.33,Normal
236,2026-01-01 19:35:00,339.84,299.29,149.78,1.51,27.23,8.2,5.91,Normal
1719,2026-01-06 23:10:00,29.36,12.53,5.49,134.14,32.22,9.33,3.44,Warning
268,2026-01-01 22:15:00,398.57,396.54,236.61,3.24,29.65,7.12,5.38,Normal
1775,2026-01-07 03:50:00,573.22,15.15,9.37,118.19,22.81,5.71,2.75,Warning
118,2026-01-01 09:45:00,253.39,252.44,155.3,6.89,29.23,7.03,5.72,Normal
1829,2026-01-07 08:20:00,716.88,4.18,0.0,240.24,36.94,4.7,13.54,Severe
674,2026-01-03 08:05:00,75.05,982.16,445.31,32.66,30.47,8.66,9.32,Caution
250,2026-01-01 20:45:00,312.7,102.15,54.61,22.24,27.23,8.19,8.81,Normal
1656,2026-01-06 17:55:00,23.44,11.31,11.62,137.73,22.81,9.4,3.21,Warning
2150,2026-01-08 11:05:00,672.45,3816.47,1797.39,487.86,34.27,5.49,15.12,Severe
95,2026-01-01 07:50:00,265.19,370.2,168.71,4.61,29.65,7.16,5.19,Normal
34,2026-01-01 02:45:00,188.4,101.97,48.18,1.51,25.83,8.34,6.14,Normal
1668,2026-01-06 18:55:00,6.79,1622.76,868.15,147.51,20.84,5.86,10.25,Warning
1898,2026-01-07 14:05:00,-195.67,4853.3,2815.75,288.3,16.56,9.64,1.41,Severe
449,2026-01-02 13:20:00,275.3,149.02,65.62,23.45,26.43,7.38,5.52,Normal
717,2026-01-03 11:40:00,86.84,673.52,359.21,36.39,30.53,6.02,4.67,Caution
1438,2026-01-05 23:45:00,40.15,11.09,3.63,147.77,22.24,9.29,3.81,Warning
1733,2026-01-07 00:20:00,14.09,17.05,7.69,78.95,21.09,5.72,3.34,Warning
1,2026-01-01 00:00:00,324.34,92.38,54.05,24.41,27.19,8.05,8.43,Normal
1567,2026-01-06 10:30:00,10.2,1402.66,758.22,59.07,20.18,9.44,2.08,Warning
1102,2026-01-04 19:45:00,415.71,31.87,7.29,49.48,23.41,6.36,9.04,Caution
1109,2026-01-04 20:20:00,121.38,26.76,15.59,28.31,24.11,8.87,9.72,Caution
1392,2026-01-05 19:55:00,-47.43,15.66,4.12,90.12,21.15,9.42,2.56,Warning
83,2026-01-01 06:50:00,171.2,203.87,134.93,18.22,29.43,7.05,5.75,Normal
1465,2026-01-06 02:00:00,545.61,10.95,6.7,117.77,33.61,5.63,3.82,Warning
677,2026-01-03 08:20:00,80.63,48.64,31.17,45.26,24.35,6.21,4.92,Caution
1654,2026-01-06 17:45:00,513.97,1776.72,937.78,98.09,33.25,9.1,10.65,Warning
1047,2026-01-04 15:10:00,70.33,43.44,27.7,28.45,30.11,8.99,4.57,Caution
771,2026-01-03 16:10:00,123.16,605.3,398.58,32.6,24.5,6.09,4.47,Caution
1380,2026-01-05 18:55:00,589.57,15.51,4.01,107.3,21.9,9.47,2.12,Warning
1457,2026-01-06 01:20:00,641.83,15.44,21.04,109.83,33.62,9.42,10.74,Warning
1801,2026-01-07 06:00:00,701.25,4317.06,2701.75,170.5,37.52,10.12,12.16,Severe
2079,2026-01-08 05:10:00,749.67,6.67,7.3,320.41,37.33,4.83,15.18,Severe
405,2026-01-02 09:40:00,392.84,298.86,165.98,7.5,29.4,8.1,6.89,Normal
1966,2026-01-07 19:45:00,718.1,1.46,0.0,336.73,17.34,4.68,1.23,Severe
1478,2026-01-06 03:05:00,639.48,12.05,4.3,137.6,32.78,9.31,3.5,Warning
1526,2026-01-06 07:05:00,640.41,13.26,8.59,51.99,32.26,5.88,10.4,Warning
105,2026-01-01 08:40:00,278.65,55.61,28.29,20.1,29.92,8.02,6.68,Normal
689,2026-01-03 09:20:00,459.08,28.66,22.37,30.07,23.37,8.72,9.44,Caution
1488,2026-01-06 03:55:00,589.76,19.6,5.11,125.65,33.51,5.58,2.76,Warning
827,2026-01-03 20:50:00,114.14,668.74,448.33,28.68,23.12,8.79,9.04,Caution
1241,2026-01-05 07:20:00,131.59,31.97,18.46,33.53,24.47,8.94,9.36,Caution
63,2026-01-01 05:10:00,275.91,284.12,140.89,20.2,29.43,7.97,8.68,Normal
1306,2026-01-05 12:45:00,132.0,762.2,372.16,42.64,31.08,8.89,4.04,Caution
853,2026-01-03 23:00:00,435.05,689.47,336.69,48.62,30.16,6.07,9.43,Caution
1542,2026-01-06 08:25:00,583.64,1317.23,728.27,138.09,32.33,9.42,11.29,Warning
1263,2026-01-05 09:10:00,438.98,603.12,291.79,37.58,31.06,8.87,4.81,Caution
224,2026-01-01 18:35:00,322.23,459.41,269.1,8.08,26.54,8.03,5.87,Normal
146,2026-01-01 12:05:00,284.74,418.64,232.21,3.23,29.3,6.79,8.29,Normal
1089,2026-01-04 18:40:00,50.06,24.99,13.99,48.12,31.85,8.53,9.42,Caution
374,2026-01-02 07:05:00,174.52,423.15,196.19,15.26,26.05,7.81,8.92,Normal
1623,2026-01-06 15:10:00,591.21,18.96,9.61,120.76,32.2,5.56,10.24,Warning
1143,2026-01-04 23:10:00,73.08,47.54,24.01,35.53,30.99,8.64,10.0,Caution
2065,2026-01-08 04:00:00,-136.4,1.62,0.0,481.41,17.49,10.09,12.03,Severe
1855,2026-01-07 10:30:00,-56.65,5.45,4.86,201.57,35.65,5.26,0.62,Severe
1275,2026-01-05 10:10:00,447.0,623.29,288.68,27.25,24.31,6.39,4.29,Caution
1266,2026-01-05 09:25:00,496.44,23.54,9.29,45.91,23.36,8.85,9.86,Caution
1823,2026-01-07 07:50:00,735.3,4835.62,2593.6,213.81,34.44,9.98,15.64,Severe
1574,2026-01-06 11:05:00,626.2,10.89,0.19,124.97,22.23,9.4,11.42,Warning
10,2026-01-01 00:45:00,220.35,182.12,103.03,16.89,26.17,8.21,5.23,Normal
450,2026-01-02 13:25:00,314.01,197.38,131.77,15.76,25.99,6.99,5.9,Normal
709,2026-01-03 11:00:00,467.3,913.13,459.37,42.89,23.06,8.8,4.73,Caution
256,2026-01-01 21:15:00,154.06,253.63,124.15,21.22,26.68,6.79,8.95,Normal
883,2026-01-04 01:30:00,457.76,764.12,454.1,38.81,23.64,6.29,9.11,Caution
390,2026-01-02 08:25:00,256.7,455.5,219.62,3.36,28.44,6.76,8.78,Normal
1495,2026-01-06 04:30:00,0.62,16.44,8.26,129.24,22.92,9.3,3.59,Warning
909,2026-01-04 03:40:00,452.49,889.96,588.07,47.49,30.09,8.54,4.15,Caution
925,2026-01-04 05:00:00,428.26,28.5,24.49,33.45,23.09,6.28,4.32,Caution
1939,2026-01-07 17:30:00,-68.19,2289.75,1407.79,426.28,37.61,5.26,1.36,Severe
1996,2026-01-07 22:15:00,-198.44,4038.5,1908.53,364.3,34.5,10.37,13.74,Severe
461,2026-01-02 14:20:00,156.19,243.51,125.78,22.2,26.5,7.35,5.19,Normal
1443,2026-01-06 00:10:00,598.62,1124.87,637.68,129.59,21.97,5.89,2.08,Warning
1936,2026-01-07 17:15:00,724.08,2.41,0.0,462.98,19.78,9.82,12.71,Severe
1169,2026-01-05 01:20:00,467.76,33.05,19.52,37.44,24.96,8.78,9.65,Caution
959,2026-01-04 07:50:00,491.43,20.18,10.02,25.46,24.21,8.94,9.16,Caution
502,2026-01-02 17:45:00,315.73,266.01,154.76,22.72,29.73,8.09,7.61,Normal
740,2026-01-03 13:35:00,483.98,568.04,320.26,29.87,23.53,6.36,9.62,Caution
41,2026-01-01 03:20:00,313.15,411.98,231.79,13.79,27.68,7.16,8.39,Normal
869,2026-01-04 00:20:00,117.13,610.58,394.45,42.08,30.22,6.03,9.88,Caution
732,2026-01-03 12:55:00,497.98,564.63,312.86,34.19,31.67,6.1,9.43,Caution
540,2026-01-02 20:55:00,166.91,263.33,123.28,21.17,25.51,8.34,8.76,Normal
1202,2026-01-05 04:05:00,75.63,48.08,23.25,27.04,23.63,6.44,4.74,Caution
1340,2026-01-05 15:35:00,18.24,1004.45,491.57,70.57,22.11,5.79,3.01,Warning
698,2026-01-03 10:05:00,145.4,49.06,21.9,49.19,24.36,8.89,9.07,Caution
1589,2026-01-06 12:20:00,28.61,1795.17,989.53,100.08,32.37,9.42,10.84,Warning
1609,2026-01-06 14:00:00,531.38,15.46,0.32,66.55,20.61,9.31,3.15,Warning
2023,2026-01-08 00:30:00,-248.99,3872.8,2281.03,236.65,37.08,5.0,1.5,Severe
1146,2026-01-04 23:25:00,446.79,27.66,16.93,30.9,31.72,6.35,4.38,Caution
1032,2026-01-04 13:55:00,96.97,926.45,564.94,47.69,31.7,8.56,9.15,Caution
373,2026-01-02 07:00:00,355.47,189.29,99.75,14.17,28.05,6.82,8.16,Normal
668,2026-01-03 07:35:00,115.8,32.81,10.45,43.29,31.2,8.91,9.36,Caution
1741,2026-01-07 01:00:00,631.45,1103.92,711.74,103.17,21.3,5.9,10.39,Warning
358,2026-01-02 05:45:00,264.43,59.12,24.83,6.99,25.18,8.36,7.49,Normal
968,2026-01-04 08:35:00,487.15,33.7,16.67,26.92,31.27,8.72,4.52,Caution
784,2026-01-03 17:15:00,87.69,799.89,479.3,48.97,31.34,6.33,9.53,Caution
736,2026-01-03 13:15:00,491.84,42.0,17.85,45.12,24.3,6.32,9.77,Caution
1354,2026-01-05 16:45:00,-30.0,17.3,1.53,144.83,22.0,5.88,2.54,Warning
1036,2026-01-04 14:15:00,434.26,821.22,460.78,30.67,23.93,8.78,4.84,Caution
971,2026-01-04 08:50:00,84.31,651.17,362.11,47.64,31.2,8.97,4.68,Caution
1740,2026-01-07 00:55:00,594.35,13.73,8.53,72.07,32.31,9.27,3.06,Warning
1877,2026-01-07 12:20:00,720.89,4904.5,2942.53,472.23,18.71,5.29,1.66,Severe
2010,2026-01-07 23:25:00,-93.42,1.06,5.09,361.05,37.22,4.51,12.13,Severe
1802,2026-01-07 06:05:00,774.16,3263.66,2113.18,478.62,35.88,5.1,1.16,Severe
1739,2026-01-07 00:50:00,-3.45,15.41,3.19,66.42,21.11,9.33,10.67,Warning
1329,2026-01-05 14:40:00,508.17,13.76,9.05,72.35,32.71,9.38,3.53,Warning
1539,2026-01-06 08:10:00,627.36,1531.45,984.69,123.62,33.12,9.43,3.78,Warning
2003,2026-01-07 22:50:00,816.59,4717.68,2913.83,352.65,35.27,10.36,14.73,Severe
1426,2026-01-05 22:45:00,-22.69,1235.03,777.68,79.92,22.41,9.06,2.47,Warning
1869,2026-01-07 11:40:00,-71.53,4881.68,3105.23,459.15,35.94,4.94,15.95,Severe
1253,2026-01-05 08:20:00,427.38,738.03,358.44,42.85,24.8,8.62,9.42,Caution
1928,2026-01-07 16:35:00,788.98,7.26,9.97,575.34,36.69,5.31,1.05,Severe
1953,2026-01-07 18:40:00,-96.17,3452.29,2113.47,586.68,16.71,5.19,12.63,Severe
1237,2026-01-05 07:00:00,133.48,537.07,252.58,47.16,23.24,8.83,9.69,Caution
886,2026-01-04 01:45:00,443.82,667.19,407.09,31.02,24.2,8.56,4.15,Caution
80,2026-01-01 06:35:00,366.36,382.74,171.28,20.22,28.57,7.85,8.09,Normal
1173,2026-01-05 01:40:00,76.52,589.44,335.14,41.12,23.85,6.42,4.31,Caution
815,2026-01-03 19:50:00,496.88,28.23,14.74,44.16,23.39,8.91,9.71,Caution
1462,2026-01-06 01:45:00,629.24,12.62,6.95,113.75,32.3,9.28,3.26,Warning
672,2026-01-03 07:55:00,468.29,23.85,17.84,30.24,23.13,6.05,9.94,Caution
1747,2026-01-07 01:30:00,5.91,15.9,0.0,119.5,22.23,5.51,3.29,Warning
58,2026-01-01 04:45:00,225.34,310.11,186.73,17.79,25.73,7.64,8.78,Normal
134,2026-01-01 11:05:00,302.56,249.77,150.29,23.46,27.0,6.55,8.5,Normal
1141,2026-01-04 23:00:00,496.57,541.78,326.93,25.45,30.26,8.51,9.31,Caution
934,2026-01-04 05:45:00,411.02,962.7,522.1,38.0,31.85,6.12,4.61,Caution
1917,2026-01-07 15:40:00,-165.9,1.56,1.05,168.81,18.86,4.72,1.99,Severe
824,2026-01-03 20:35:00,96.18,613.87,281.43,49.84,30.61,8.83,4.53,Caution
1433,2026-01-05 23:20:00,-15.29,1522.63,751.32,149.19,20.44,9.13,11.75,Warning
1556,2026-01-06 09:35:00,516.82,1415.56,928.5,136.37,33.24,9.0,11.15,Warning
1215,2026-01-05 05:10:00,461.08,25.23,2.13,29.14,24.32,6.06,4.65,Caution
505,2026-01-02 18:00:00,286.79,251.87,158.75,20.88,29.75,7.94,7.68,Normal
2020,2026-01-08 00:15:00,884.15,3.73,2.03,479.12,35.82,10.39,0.81,Severe
348,2026-01-02 04:55:00,358.97,83.81,62.92,18.76,29.67,7.58,6.54,Normal
